tipo,sub_tipo,codigo,nombre,provincia,codigo_departamento,departamento,localidad,direccion_geo,direccion,cp,telefono,extra1_reunion,extra2_inscripcion,extra3_socios,lat,lon
Centro de jubilados,,,"CTRO. DE J., P. Y ADULTOS MONTEAGUDO MTL",CAPITAL FEDERAL,,,CAPITAL FEDERAL,"IGUAZU 622, CAPITAL FEDERAL, CAPITAL FEDERAL, Argentina",IGUAZU 622,1437,,S/ DATO,2013-01-30,35,-34.6544668,-58.403231
Centro de jubilados,,,CTRO. DE JYP ALBARIÑO 1,CAPITAL FEDERAL,,,CAPITAL FEDERAL,"BALBASTRO 5073, CAPITAL FEDERAL, CAPITAL FEDERAL, Argentina",BALBASTRO 5073,1439,,S/ DATO,2013-05-07,31,-34.645817,-58.4515587
Centro de jubilados,,,"ASOC. CIVIL "" CTRO. DE JYP LEONARDO FAVIO""",CAPITAL FEDERAL,,,CAPITAL FEDERAL,"COSQUIN 1802, CAPITAL FEDERAL, CAPITAL FEDERAL, Argentina",COSQUIN 1802,1440,,S/ DATO,2013-05-20,31,-34.656765,-58.51187
Centro de jubilados,,,CTRO. DE JYP NUEVA ESPERANZA,CAPITAL FEDERAL,,,CAPITAL FEDERAL,"AV. SAN PEDRITO 483, CAPITAL FEDERAL, CAPITAL FEDERAL, Argentina",AV. SAN PEDRITO 483,1406,,S/ DATO,2013-06-07,50,-34.6364508122449,-58.4672182714286
Centro de jubilados,,,"CTRO. DE JUB. ""LOS AMIGOS DE LA BOCA""",CAPITAL FEDERAL,,,CAPITAL FEDERAL,"BRANDSEN 462, CAPITAL FEDERAL, CAPITAL FEDERAL, Argentina",BRANDSEN 462,1161,,S/ DATO,2013-06-19,30,-34.6349700408163,-58.3601936122449
Centro de jubilados,,,CTRO. DE JUB. COMPARTIENDO SUEÑOS,CAPITAL FEDERAL,,,CAPITAL FEDERAL,"JOSE LEON SUAREZ 5032, CAPITAL FEDERAL, CAPITAL FEDERAL, Argentina",JOSE LEON SUAREZ 5032,1439,,S/ DATO,2013-06-27,37,-34.6743303,-58.4979083
Centro de jubilados,,,"CTRO. DE JYP ""VERDE ESPERANZA""",CAPITAL FEDERAL,,,CAPITAL FEDERAL,"DONATO ALVAREZ 343, CAPITAL FEDERAL, CAPITAL FEDERAL, Argentina",DONATO ALVAREZ 343,1406,,S/ DATO,2013-06-28,48,-34.6070097,-58.4622014
Centro de jubilados,,,CTRO. DE JYP. Y ADULTOS MAYORES PRONAPO,CAPITAL FEDERAL,,,CAPITAL FEDERAL,"GALICIA 1794, CAPITAL FEDERAL, CAPITAL FEDERAL, Argentina",GALICIA 1794,1416,,S/ DATO,2013-07-25,51,-34.6112640816327,-58.4619926938775
Centro de jubilados,,,CTRO. DE JYP DANIEL PALACIOS,CAPITAL FEDERAL,,,CAPITAL FEDERAL,"TABARE 3342, CAPITAL FEDERAL, CAPITAL FEDERAL, Argentina",TABARE 3342,1437,,S/ DATO,,60,-34.6506997,-58.4233054
Centro de jubilados,,,"CTRO. DE JYP ""REEMPEZAR""",CAPITAL FEDERAL,,,CAPITAL FEDERAL,"MARIANO ACOSTA 1494, CAPITAL FEDERAL, CAPITAL FEDERAL, Argentina",MARIANO ACOSTA 1494,1406,,S/ DATO,2012-08-17,87,-34.6465621,-58.4664363
Centro de jubilados,,,CENTRO ABUELOS DE VILLA ARGÜELLO,BUENOS AIRES,,,BERISSO,"CALLE 126 E/61 Y 62  1420, BERISSO, BUENOS AIRES, Argentina",CALLE 126 E/61 Y 62  1420,1923,,LUNES-MIERCOLES-VIERNES,1995-04-04,400,,
Centro de jubilados,,,CENTRO DE LA TERCERA EDAD ROSAS DE ABRIL,BUENOS AIRES,,,BERISSO,"CALLE 123   ( E 10 Y 11 ) 1733, BERISSO, BUENOS AIRES, Argentina",CALLE 123   ( E 10 Y 11 ) 1733,1923,,LU A VI 9/30 A 11/30 HS,2002-03-27,450,,
Centro de jubilados,,,"ASOC CIVIL ""JUAN BERISSO""",BUENOS AIRES,,,BERISSO,"25- E/162 Y 162 NORTE 3963, BERISSO, BUENOS AIRES, Argentina",25- E/162 Y 162 NORTE 3963,1923,,LU.MI.VI 15 A 19 HS.,2005-09-21,283,,
Centro de jubilados,,,SUB-COM JYP CTRO FOM SOC CULT Y DEP Bº BCO PCIA Y BIB POP D F SARMIENTO,BUENOS AIRES,,,BERISSO,"CALLE 32       E/175 Y176 288, BERISSO, BUENOS AIRES, Argentina",CALLE 32       E/175 Y176 288,1923,,L A J 15.30/19.30,2007-07-19,350,,
Centro de jubilados,,,"CENTRO DE LA 3° EDAD, JUB. Y PENS. ""HERMANDAD""",BUENOS AIRES,,,BERISSO,"7 ENTRE 149 Y 150 S/N, BERISSO, BUENOS AIRES, Argentina",7 ENTRE 149 Y 150 S/N,1923,,MIE 16/19,2008-04-11,100,,
Centro de jubilados,,,GRUPO DE LA 3° EDAD PALOMA DE LA PAZ DE VILLA PROGRESO,BUENOS AIRES,,,BERISSO,"78 S/N, BERISSO, BUENOS AIRES, Argentina",78 S/N,1923,,MA Y SA 17 HS,2009-04-20,85,,
Centro de jubilados,,,"CENTRO DE DOCENTES JUBILADOS DE BERISSO ""11 DE SETIEMBRE""",BUENOS AIRES,,,BERISSO,"11 4170, BERISSO, BUENOS AIRES, Argentina",11 4170,1923,,S/ DATO,2009-05-22,180,-34.9120516,-57.9158505
Centro de jubilados,,,"SUB COMISION  DE LA TERCERA EDAD ""ALMAFUERTE""",BUENOS AIRES,,,BERISSO,"8 3565, BERISSO, BUENOS AIRES, Argentina",8 3565,1923,,MAR. Y JUE. 14 A 18 HS.,2010-04-08,156,-34.8827405,-57.8982098
Centro de jubilados,,,CTRO. DE LA TERCERA EDAD NUEVA VIDA,BUENOS AIRES,,,BERISSO,"MONTEVIDEO 109, BERISSO, BUENOS AIRES, Argentina",MONTEVIDEO 109,1923,,S/ DATO,2011-12-01,2170,-34.880693,-57.8460548
Centro de jubilados,,,"ASOC. CIVIL ""VOLVER A EL CARMEN""",BUENOS AIRES,,,BERISSO,"37 Y 126 S/N, BERISSO, BUENOS AIRES, Argentina",37 Y 126 S/N,1923,,S/ DATO,2012-06-21,32,,
Centro de jubilados,,,CTRO. DE LA TERCERA EDAD UNIDOS POR SIEMPRE DEL B° BANCO PROVINCIA,BUENOS AIRES,,,BERISSO,"175 NORTE 288, BERISSO, BUENOS AIRES, Argentina",175 NORTE 288,1923,,S/ DATO,2012-11-30,158,,
Centro de jubilados,,,"S.C. DE LA T. EDAD DEL ""C. DE F. V. PAULA DE B. Y B. POP.Y PUB. F.RUSCITTI""",BUENOS AIRES,,,BERISSO,"152 981, BERISSO, BUENOS AIRES, Argentina",152 981,1923,,S/ DATO,2012-12-28,654,-35.0150942,-57.9183651
Centro de jubilados,,,CENTRO UNION COOPERATIVO DE JYP DE BERISSO,BUENOS AIRES,,,BERISSO,"14 ENTRE 165 Y 166 4357, BERISSO, BUENOS AIRES, Argentina",14 ENTRE 165 Y 166 4357,1923,,"LUN A VIE DE 8,30 A 12,30",1984-07-16,0,,
Centro de jubilados,,,ASOC DE JYP GRAL SAN MARTIN DE BERISSO,BUENOS AIRES,,,BERISSO,"MONTEVIDEO 2442, BERISSO, BUENOS AIRES, Argentina",MONTEVIDEO 2442,1923,,MENSUAL ,1984-07-16,685,-34.880693,-57.8460548
Centro de jubilados,,,CLUB DE LOS ABUELOS CIUDAD DE BERISSO,BUENOS AIRES,,,BERISSO,"161 E/14 Y15 1244, BERISSO, BUENOS AIRES, Argentina",161 E/14 Y15 1244,1923,,.U-MIE-VIE DE 17 A 20 HS,1990-07-12,580,,
Centro de jubilados,,,GRUPO DE 3° EDAD  HOGAR Y AMOR  (HOGAR SOC DE BERISSO),BUENOS AIRES,,,BERISSO,"32 Y 169  S/N, BERISSO, BUENOS AIRES, Argentina",32 Y 169  S/N,1923,,JUEVES DE 10 A 17,1991-06-06,600,,
Centro de jubilados,,,SUB-COM DE LA 3ø EDAD AMISTAD DEL CTRO. DE FOM.SOC.CULT.DEP. VILLA ZULA,BUENOS AIRES,,,BERISSO,"MONTEVIDEO ENTRE 37 Y  38 3440, BERISSO, BUENOS AIRES, Argentina",MONTEVIDEO ENTRE 37 Y  38 3440,1923,,LUN A VIER 8/12-14/19:30H,1996-03-22,522,,
Centro de jubilados,,,CENTRO DE JYP DE GOMEZ,BUENOS AIRES,,,GOMEZ,"GERVASIO TRUCO  S/Nº, GOMEZ, BUENOS AIRES, Argentina",GERVASIO TRUCO  S/Nº,1983,,"LJ/14/15,30 MA/9,30/11,30",1995-02-21,80,,
Centro de jubilados,,,FEDERACION DE LA 3° EDAD DE LA ZONA RURAL,BUENOS AIRES,,,CORONEL BRANDSEN,"ITUZAINGO  652, CORONEL BRANDSEN, BUENOS AIRES, Argentina",ITUZAINGO  652,1980,,UNA VEZ POR MES ,1999-09-21,60,,
Centro de jubilados,,,ASOC DE JYP DE BRANDSEN,BUENOS AIRES,,,BRANDSEN,"AV. SAN MARTIN 541, BRANDSEN, BUENOS AIRES, Argentina",AV. SAN MARTIN 541,1980,,LUN. A VIE. 8 A 16 HS.,1984-11-28,140,,
Centro de jubilados,,,ASOC CIVIL CLUB DE LOS ABUELOS BRANDSEN,BUENOS AIRES,,,BRANDSEN,"ITUZAINGO 652, BRANDSEN, BUENOS AIRES, Argentina",ITUZAINGO 652,1980,,LUN A VIE 9 A 12 HS,1988-10-17,350,-35.1589941,-58.2373176
Centro de jubilados,,,ASOCIACION DE JYP EL AMANECER DE ALTAMIRANO,BUENOS AIRES,,,ALTAMIRANO,"CUARTEL VII ZONA RURAL S/N°, ALTAMIRANO, BUENOS AIRES, Argentina",CUARTEL VII ZONA RURAL S/N°,1986,,LUN. A VIE. 9 A 13 HS.,2003-10-27,50,,
Centro de jubilados,,,CENTRO DE JYP UNION Y PROGRESO,BUENOS AIRES,,,JEPPENER,"SARGIOTTI E/MORENO/MEYER S/Nº, JEPPENER, BUENOS AIRES, Argentina",SARGIOTTI E/MORENO/MEYER S/Nº,1986,,LUN A VIE 8-16 HS,1993-02-09,170,,
Centro de jubilados,,,CENTRO DE JYP BARRIO LOS AROMOS,BUENOS AIRES,,,CAÑUELAS,"PERU 447, CAÑUELAS, BUENOS AIRES, Argentina",PERU 447,1814,,mar jue 8/11,1993-05-07,150,-35.0414945,-58.7390146
Centro de jubilados,,,CENTRO DE JYP LA FE,BUENOS AIRES,,,LOS POZOS,"NECOCHEA 124, LOS POZOS, BUENOS AIRES, Argentina",NECOCHEA 124,1816,,LUN. A VIE.  9 A 11 HS.,1993-06-15,150,,
Centro de jubilados,,,LOS PIONEROS CENTRO DE JUBILADOS Y PENSIONADOS DE LA 3ª EDAD,BUENOS AIRES,,,Bº SAN ESTEBAN,"AROMO Y ESPINILLO S/N, Bº SAN ESTEBAN, BUENOS AIRES, Argentina",AROMO Y ESPINILLO S/N,1814,,L. S. 10/12- VIE. 15/18HS,2000-08-17,90,,
Centro de jubilados,,,CENTRO DE JYP DE CAÑUELAS,BUENOS AIRES,,,CAÑUELAS,"SAN VICENTE 412, CAÑUELAS, BUENOS AIRES, Argentina",SAN VICENTE 412,1814,,T/ LOS DIAS DE 9/12-14/18,1984-07-16,524,-35.0505659,-58.7588794
Centro de jubilados,,,C JYP SAN CAYETANO,BUENOS AIRES,,,MAXIMO PAZ,"SAN MARTIN  55, MAXIMO PAZ, BUENOS AIRES, Argentina",SAN MARTIN  55,1812,,LUNES A VIERNES 8 A 12,1991-04-15,100,,
Centro de jubilados,,,CENTRO DE JYP DE URIBELARREA,BUENOS AIRES,,,URIBELARREA,"SAN MARTIN Y AZCUENAGA S/N, URIBELARREA, BUENOS AIRES, Argentina",SAN MARTIN Y AZCUENAGA S/N,1815,,MIERCOLES DE 8 A 12 HS.,1993-07-05,150,,
Centro de jubilados,,,C JYP DE VICENTE CASARES,BUENOS AIRES,,,VICENTE CASARES,"AV. VICENTE CASARES 165, VICENTE CASARES, BUENOS AIRES, Argentina",AV. VICENTE CASARES 165,1808,,MIERCOLES Y JUEVES,1992-10-07,300,,
Centro de jubilados,,,C JYP DE ALEJANDRO PETION,BUENOS AIRES,,,ALEJANDRO PETION,"ALEJANDRO MAGNO 1034, ALEJANDRO PETION, BUENOS AIRES, Argentina",ALEJANDRO MAGNO 1034,1808,,MARTES,1993-05-07,100,,
Centro de jubilados,,,AGRUPACION LOS ABUELOS,BUENOS AIRES,,,CASTELLI,"CASEROS 194, CASTELLI, BUENOS AIRES, Argentina",CASEROS 194,7114,,S/D,2007-03-26,250,-36.0907302,-57.8012275
Centro de jubilados,,,CENTRO MUTUAL DE JYP DE CASTELLI,BUENOS AIRES,,,CASTELLI,"AVELLANEDA  395, CASTELLI, BUENOS AIRES, Argentina",AVELLANEDA  395,7114,,MIERCOLES 19.30 HS.,1985-01-31,320,-36.0936674,-57.8051525
Centro de jubilados,,,MUTUAL ASISTENCIA RECIPROCA JYP CHASCOMUS MARCHA,BUENOS AIRES,,,CHASCOMUS,"SOLER 281, CHASCOMUS, BUENOS AIRES, Argentina",SOLER 281,7130,,LUN. A VIE.9/12-15/18 HS.,1984-07-27,0,-35.5756132,-58.014096
Centro de jubilados,,,SUB COMISION DE JYP DEL CLUB ATLETICO CHASCOMUS,BUENOS AIRES,,,CHASCOMUS,"LASTRA 601, CHASCOMUS, BUENOS AIRES, Argentina",LASTRA 601,7130,,S/ DATO,2011-03-23,144,-35.5747131,-57.9901708
Centro de jubilados,,,SUBCOMISION DE JYP DE LA JUNTA VECINAL BARRIO IPORA DE CHASCOMUS,BUENOS AIRES,,,CHASCOMUS,"RECONQUISTA Y MEXICO S/N, CHASCOMUS, BUENOS AIRES, Argentina",RECONQUISTA Y MEXICO S/N,7130,,S/ DATO,2011-09-14,35,,
Centro de jubilados,,,"CTRO. DE JYP ""RINCON DE LOS ABUELOS"" DE CHASCOMUS",BUENOS AIRES,,,CHASCOMUS,"JULIAN QUINTANA S/N, CHASCOMUS, BUENOS AIRES, Argentina",JULIAN QUINTANA S/N,7130,,S/ DATO,2011-11-22,30,,
Centro de jubilados,,,AGRUPACION DE LA 3ERA EDAD CHASCOMUS,BUENOS AIRES,,,CHASCOMUS,"CRAMER 38, CHASCOMUS, BUENOS AIRES, Argentina",CRAMER 38,7130,,LUN-MAR-MIER-VIER,1985-03-11,460,-35.5783844,-58.0125743
Centro de jubilados,,,C JYP MI REFUGIO  DE LEZAMA,BUENOS AIRES,,,LEZAMA,"BLANDENGUES 188, LEZAMA, BUENOS AIRES, Argentina",BLANDENGUES 188,7116,,LUN. A VIE. 8 A 12 HS.,1986-12-26,300,-35.8773323,-57.8986421
Centro de jubilados,,,C JYP VILLA TRANQUILA,BUENOS AIRES,,,ENSENADA,"25 DE MAYO S/N, ENSENADA, BUENOS AIRES, Argentina",25 DE MAYO S/N,1925,,LUN. MIE. VIE. 8 a 11 HS.,1993-04-21,200,,
Centro de jubilados,,,SUB-COM JYP DEL SINDICATO FLOTA PETROLERA DEL ESTADO-SUPE,BUENOS AIRES,,,ENSENADA,"ORTIZ DE ROZAS/CABO VERDE S/Nº, ENSENADA, BUENOS AIRES, Argentina",ORTIZ DE ROZAS/CABO VERDE S/Nº,1925,,"LUN, MIR Y VIER 9 A 11 HS",1995-03-06,130,,
Centro de jubilados,,,VOLVER A VIVIR CENTRO DE JR Y TERCERA EDAD,BUENOS AIRES,,,ENSENADA,"CALLE 122  E/530 Y 531 175, ENSENADA, BUENOS AIRES, Argentina",CALLE 122  E/530 Y 531 175,1900,,LUN. A VIE. 10 A 12 HS.,1995-04-05,280,,
Centro de jubilados,,,C JYP SUPE ENSENADA,BUENOS AIRES,,,ENSENADA,,,1925,,L A V 8 A 12,1998-01-28,650,,
Centro de jubilados,,,"C DE J,P Y 3ª EDAD RETOÑOS DE ABRIL",BUENOS AIRES,,,ENSENADA,"36 E/ 125 Y 126  S/N°, ENSENADA, BUENOS AIRES, Argentina",36 E/ 125 Y 126  S/N°,1925,,SIN DATO,1999-04-21,150,,
Centro de jubilados,,,C DE JYP A.T.E. ENSENADA,BUENOS AIRES,,,ENSENADA,"SAN MARTÌN 383, ENSENADA, BUENOS AIRES, Argentina",SAN MARTÌN 383,1925,,L A V 8.30/13 HS,2001-11-26,900,,
Centro de jubilados,,," CENTRO DE JYP ""20 DE SETIEMBRE""",BUENOS AIRES,,,ENSENADA,"SAAVEDRA 514, ENSENADA, BUENOS AIRES, Argentina",SAAVEDRA 514,1925,,S/ DATO,2010-05-20,200,-34.8551724,-57.9202296
Centro de jubilados,,,ASOC DE JPYR ENSENADA AJPRE,BUENOS AIRES,,,ENSENADA,"DON BOSCO 371, ENSENADA, BUENOS AIRES, Argentina",DON BOSCO 371,1925,,2º Y 4º JUEVES DEL MES,1984-07-16,150,,
Centro de jubilados,,,CLUB ABUELOS DE ENSENADA,BUENOS AIRES,,,ENSENADA,"ARISTOBULO DEL VALLE  129, ENSENADA, BUENOS AIRES, Argentina",ARISTOBULO DEL VALLE  129,1925,,LU. MI. Y VI. / LA MAÑANA,1988-05-06,750,,
Centro de jubilados,,,GRUPO HILOS DE PLATA,BUENOS AIRES,,,ENSENADA,"LEANDRO N ALEM 223, ENSENADA, BUENOS AIRES, Argentina",LEANDRO N ALEM 223,1925,,"LUN A VIE 8,30 A 11,30 HS",1989-05-31,400,,
Centro de jubilados,,,CLUB RECREATIVO DE ABUELOS DEL DIQUE (ENSENADA),BUENOS AIRES,,,DIQUE N°: 1 ENSENADA,"47  ENTRE 127 Y 128 716, DIQUE N°: 1 ENSENADA, BUENOS AIRES, Argentina",47  ENTRE 127 Y 128 716,1925,,"LUN A VIE 14,30 A 17,30 H",1990-05-03,150,,
Centro de jubilados,,,GRUPO DE LA 3ª EDAD RENACER,BUENOS AIRES,,,DIQUE 1,,,1925,,MARTES Y VIERNES 16 Y 20,1991-09-26,150,,
Centro de jubilados,,,CENTRO DE JYP UNIDOS DE PUNTA LARA,BUENOS AIRES,,,PUNTA LARA,"22 E 4 Y 5 S/Nº, PUNTA LARA, BUENOS AIRES, Argentina",22 E 4 Y 5 S/Nº,1931,,LUN A VIE DE 9 A 12 HS.-,1993-11-02,130,,
Centro de jubilados,,,CENTRO DE ACT CULT Y COMUNITARIOS LOS ABUELOS DEL PALACIO PIRIA,BUENOS AIRES,,,ENSENADA,,,1931,, ERA DOC  9900731,1991-03-15,240,,
Centro de jubilados,,,C JYP DE GENERAL BELGRANO,BUENOS AIRES,,,GENERAL BELGRANO,"LOMBARDO 245, GENERAL BELGRANO, BUENOS AIRES, Argentina",LOMBARDO 245,7223,,JUEV POR MEDIO 19:00 HS.,1984-07-16,560,,
Centro de jubilados,,,CLUB DE LOS ABUELOS DE GENERAL BELGRANO,BUENOS AIRES,,,GENERAL BELGRANO,"GUEMES 495, GENERAL BELGRANO, BUENOS AIRES, Argentina",GUEMES 495,7223,,LU A VI- MAÑ Y TAR,1984-04-30,350,-35.7704248,-58.491444
Centro de jubilados,,,ASOC DE JYP DESPERTAR DE LOMA VERDE,BUENOS AIRES,,,LOMA VERDE,"LEANDRO N. ALEM 919, LOMA VERDE, BUENOS AIRES, Argentina",LEANDRO N. ALEM 919,1981,,QUINCENAL ,1996-09-17,88,,
Centro de jubilados,,,CENTRO DE JYP LA DULZURA DE VILLANUEVA,BUENOS AIRES,,,VILLANUEVA,"CORDOBA /25 DE MAYO Y LIB S/N, VILLANUEVA, BUENOS AIRES, Argentina",CORDOBA /25 DE MAYO Y LIB S/N,7225,,LUN. A VIE. 10 A 12 HS.,1993-09-22,200,,
Centro de jubilados,,,ASOC. DE JYP DE GRAL. PAZ ASOC CIVIL,BUENOS AIRES,,,RANCHOS,"ESPAÑA E/AMEGUINO Y CAMPO 3460, RANCHOS, BUENOS AIRES, Argentina",ESPAÑA E/AMEGUINO Y CAMPO 3460,1987,,MAR. A VIE. 15 A 18 HS.,1984-07-16,200,,
Centro de jubilados,,,CENTRO DE JYP BARRIO MONASTERIO,BUENOS AIRES,,,LA PLATA,"13 Y 85  S/N°, LA PLATA, BUENOS AIRES, Argentina",13 Y 85  S/N°,1900,,L A V 8 A 12 Y 15 A 20 HS,1992-09-23,248,,
Centro de jubilados,,,C JYP EL AMANECER DE LOS ABUELOS,BUENOS AIRES,,,LA PLATA,"4 BIS E/612 Y 613 S/N, LA PLATA, BUENOS AIRES, Argentina",4 BIS E/612 Y 613 S/N,1900,,MARTES 15 A 18 HS.,1993-07-23,40,,
Centro de jubilados,,,C JYP DE LA CAJA DE PREVISION DE LA INGENIERIA GRAN LA PLATA Y ALEDAÑOS,BUENOS AIRES,,,LA PLATA,"CALLE 48  ENTRE 3 Y 5 698, LA PLATA, BUENOS AIRES, Argentina",CALLE 48  ENTRE 3 Y 5 698,1900,,LUN. A VIE. 10 A 12 HS.,1993-08-31,580,,
Centro de jubilados,,,ASOC JYP TELEFONICOS DE LA PLATA Y ZONA,BUENOS AIRES,,,LA PLATA,"17 E/60 Y 61 1372, LA PLATA, BUENOS AIRES, Argentina",17 E/60 Y 61 1372,1900,,"LU,MI.VI.   16 A 19 HS.",1996-01-09,250,,
Centro de jubilados,,,SUB-COM DEL CLUB VECINAL DE LA PLATA GRUPO ENSUEÑO DE LA 3ª EDAD,BUENOS AIRES,,,LA PLATA,"CALLE 9  E 69 Y 70 1836, LA PLATA, BUENOS AIRES, Argentina",CALLE 9  E 69 Y 70 1836,1900,, JUEVES DE 15 A 18,1996-01-08,25,,
Centro de jubilados,,,SUB-COM CLUB DE ABUELOS DEL CLUB SOC CULT Y DEP UNIDAD Y CAMBIO,BUENOS AIRES,,,LA PLATA,"CALLE 38 1072, LA PLATA, BUENOS AIRES, Argentina",CALLE 38 1072,1900,,MAR JUE SAB DE 14 A 18 HS,1995-07-26,300,,
Centro de jubilados,,,"GRUPO DE LA TERCERA EDAD ""ILUSION""",BUENOS AIRES,,,LA PLATA,"CALLE 75  E/ 9 Y 10 735, LA PLATA, BUENOS AIRES, Argentina",CALLE 75  E/ 9 Y 10 735,1900,,JUEVES 17 A 19 HS.,1995-05-05,80,,
Centro de jubilados,,,CENTRO TERCERA JUVENTUD,BUENOS AIRES,,,LA PLATA,"CALLE 116 1477, LA PLATA, BUENOS AIRES, Argentina",CALLE 116 1477,1900,,S/DATOS.-,1995-04-05,92,,
Centro de jubilados,,,AMOR Y AMISTAD,BUENOS AIRES,,,LA PLATA,"141 ENTRE 66 Y 67 1678, LA PLATA, BUENOS AIRES, Argentina",141 ENTRE 66 Y 67 1678,1900,,MARTES Y JUEVES 14 Y 20 H,1993-11-02,400,,
Centro de jubilados,,,AGRUP TRINOS DE JYP DE ATSA,BUENOS AIRES,,,LA PLATA,"CALLE 5 E: 39 Y 40 375, LA PLATA, BUENOS AIRES, Argentina",CALLE 5 E: 39 Y 40 375,1900,, JUEVES 16 A 18 HS.,1993-09-14,50,,
Centro de jubilados,,,GRUPO DE 3¦ EDAD UNIDOS DEL SUR,BUENOS AIRES,,,LA PLATA,"CALLE 21  1826, LA PLATA, BUENOS AIRES, Argentina",CALLE 21  1826,1900,,JUEVES 17 A 19  HS. ,1993-08-02,140,,
Centro de jubilados,,,SUBCOM DE LA 3ø EDAD DEL CTRO DE FOMENTO Y CULTURA CIRCUNVALACION,BUENOS AIRES,,,LA PLATA,"CALLE 7 E/ 77 Y 78 2241, LA PLATA, BUENOS AIRES, Argentina",CALLE 7 E/ 77 Y 78 2241,1900,,T/ LOS DIAS 8.30 A 20 HS.,1996-05-08,450,,
Centro de jubilados,,,FED DE JYP UNION SOLIDARIA,BUENOS AIRES,,,BERISSO,"14 4357, BERISSO, BUENOS AIRES, Argentina",14 4357,1923,,1 VEZ POR MES,1996-07-03,4000,-34.9143766,-57.9120975
Centro de jubilados,,,CLUB DE LOS ABUELOS LOS HORNOS,BUENOS AIRES,,,LOS HORNOS,"145 ENTRE 61 Y 62 1426, LOS HORNOS, BUENOS AIRES, Argentina",145 ENTRE 61 Y 62 1426,1900,,LUN. MIE. VIE. 16 A 20 HS,1996-10-03,327,,
Centro de jubilados,,,CENTRO DE JYP SAGRADO CORAZON,BUENOS AIRES,,,LOS HORNOS,"CALLE 151 E/ 59 Y 60 190, LOS HORNOS, BUENOS AIRES, Argentina",CALLE 151 E/ 59 Y 60 190,1900,,"MIE DE 15,30 A 18.30 HS.",1997-08-15,58,,
Centro de jubilados,,,C JYP ANIMADORAS SOCIO-CULTURALES TERCERA EDAD GRUPO VIVENCIAS,BUENOS AIRES,,,LA PLATA,"42 E/ 2 Y 3 CTRO. GALLEGO 373, LA PLATA, BUENOS AIRES, Argentina",42 E/ 2 Y 3 CTRO. GALLEGO 373,1900,,JUEVES 15 A 18 HS.-,1998-08-10,50,,
Centro de jubilados,,,AGRUPACIÓN TODOS PARA UN MISMO FIN SECCION SEGUNDA,BUENOS AIRES,,,LA PLATA,"DIAGONAL 76  E/42 Y 17 269, LA PLATA, BUENOS AIRES, Argentina",DIAGONAL 76  E/42 Y 17 269,1900,,LUN A JUE 8.30 A 12 HS.,2003-12-15,35,,
Centro de jubilados,,,CENTRO DE JYP ABUELOS DE AMERICA,BUENOS AIRES,,,TOLOSA,"528  ENTRE 4 Y 5  S/N, TOLOSA, BUENOS AIRES, Argentina",528  ENTRE 4 Y 5  S/N,1900,,MARTES 16/20 HS.,2006-01-11,120,,
Centro de jubilados,,,CENTRO DE TERCERA EDAD LA JOSEFA,BUENOS AIRES,,,HERNANDEZ,"25  E / 512 Y 513 1992, HERNANDEZ, BUENOS AIRES, Argentina",25  E / 512 Y 513 1992,1900,,LU MIE Y VIE 17/19,2006-05-11,100,,
Centro de jubilados,,,"CENTRO DE LA TERCERA EDAD ""NUESTRA ESPERANZA""",BUENOS AIRES,,,LA PLATA,"125   (ENTRE 604 Y 605) S/N, LA PLATA, BUENOS AIRES, Argentina",125   (ENTRE 604 Y 605) S/N,1900,,SAB 10 A 13 HS,2007-02-09,49,,
Centro de jubilados,,,"ASOC. CIVIL ""HEBRAS DE PLATA""",BUENOS AIRES,,,LA PLATA,"DIAG. 73   E /119 Y 120 35, LA PLATA, BUENOS AIRES, Argentina",DIAG. 73   E /119 Y 120 35,1900,,,2007-02-14,120,,
Centro de jubilados,,,SUB-COM DE JYP DEL CENTRO DE FOMENTO CULT Y DEP MIGUEL DE AZCUENAGA,BUENOS AIRES,,,LA PLATA,"CALLE 43   E 19 Y 20. 1237, LA PLATA, BUENOS AIRES, Argentina",CALLE 43   E 19 Y 20. 1237,1900,,POR LA TARDE desde 17 hs,2007-05-22,80,,
Centro de jubilados,,,AGRUPACION VECINAL DE TEJO VIRGEN DE FATIMA,BUENOS AIRES,,,LA PLATA,"CALLE 72  E/ 22 Y 23 S/N, LA PLATA, BUENOS AIRES, Argentina",CALLE 72  E/ 22 Y 23 S/N,1900,,LUNES A DOMINGO,2007-12-11,95,,
Centro de jubilados,,,CENTRO DE TERCERA EDAD AMIGOS DE TACUARI,BUENOS AIRES,,,LA PLATA,"N° 64 1475, LA PLATA, BUENOS AIRES, Argentina",N° 64 1475,1900,,VIE 17 A 21 HS ,2008-03-05,200,,
